Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
1056,20-Nov-20,hunter-friesen,6," ""Borat 2"" is a funny retread
","Back in 2006, Sacha Baron Cohen shocked the world with his hilarious mockumentary called ""Borat."" Playing the titular fake news reporter from Kazakhstan, Cohen toured America interviewing people from all walks of life. Through the character of Borat, Cohen showed Americans what they truly look like to the outside world: a bunch of overconfident and arrogant snobs that are too dumb to know how dumb they are. The film was an enormous success critically and commercially, which fueled rumors of a sequel for over a decade."
1057,23-Oct-20,mosquitone,8," Borat without filter (nor spoiler)
","Usually I don't like stupid or under the belt humor... And I even avoid crude humor... but... Well it may be even offensive... but...
But even if Borat may be one of the most recent ""dumb films"", it's loaded with some accurate truth, politically incorrect maybe (maybe correct too much?), and addressing issues nobody would like to talk about (or does), which describes our society today, without hiding behind a false ""reality"" , including during an epidemic. Wait for the ending! It's political? Hell yes. Is it fun? Hell yes. (At least for the open minded).
You don't care about politics? Hell yes!
I Move to Kazakhstan!"
1058,24-Oct-20,lwfym,8," Destined to polarize
","It's obvious that this movie wouldn't live up to the original. There's not nearly as much public skits because of how well-known the Borat name is nowadays, and it was those skits that made the original so big in the first place. Knowing that, Cohen tries to make up for it by focusing on a few bigger scenarios involving people in power unknowingly starring in the movie."
1059,2-Nov-20,marimiller-82075,6," Hilarious BUT
",Movie is hilarious except for 1 scene that is truly disgusting. Made me want to vomit. I had to close my eyes until it was over. Why do movie makers think they constantly have to push to film what is ugly or disgusting? Don't confuse innovation with disgusting. There is nothing noteworthy about it.
1060,9-Dec-20,mipablito,1," Stop. DO NOT WATCH THIS MOVIE
","President Trump called Sacha Cohen, the most disgusting actor ever."
1061,13-Jun-21,danalaura-cazacu,10," Glorious leaders
","I wanted to give it an 8, but I ended up giving it a ten for the ""fertility dance"". So funny, and disturbing. Glorious indeed!"
1062,26-Oct-20,Sickpuppy365,6," Borat 2.0
","Sacha Baron Cohen is arguably one of the hardest working actors out there, not in terms of the amount of work he churns out in a given year, but in his steadfast dedication to producing film that is as thought-provoking as it is cringe-inducing... Are you laughing with him, are you laughing at him, are you even laughing? I've been watching him since Ali-G first entered the house, and I've always felt uneasy whenever he is on-screen... You see, I'm not big on schadenfreude, I don't enjoy watching people being put on-the-spot, being made fun-of, squirming in their seats... In general it makes me feel sorry for them, and I feel a bit uneasy.
That being said, SBC takes the risks no one else seems to be willing to, and exposes the truths through satire that most people would prefer stayed hidden.
Is Borat 2, as I will call it for brevity's sake, better than Borat? In short no. It is a little less ""laugh-out-loud"" funny, it is also a little less vulgar (not saying that's a good thing), and a little less real feeling (probably a result of the first movie's success and SBC being way more recognized than before.)
However the addition of the lovely and talented Maria Bakalova (playing Borat's daughter, Tutar Sagdiyev), and the additional humanity, interactions, story-lines and character arcs that she brought with her performance helped to make up for all that.
I am giving 6 stars... And an additional .5 just for Maria... So 6.5 stars? Niiceeee! High five!"
1063,19-Dec-20,neha_sharma-51347,1," Waste of time
","Pathetic Sequel, couldn't stand this movie for an hour... did not laugh at all; it contains obscene and offensive scenes. Yuck is the word!"
1064,25-Oct-20,robstephenson-68107,8," Maria Bakalova makes the movie.
",Sacha Baron Cohen is a brilliant comedien- the problem he has found after the first Borat and Bruno was his fame made it more difficult for him to prank people- which is itself satirized in the movie.
1065,8-Jul-22,harvbenn,10," Sascha Baron Cohen is genius
","Once again, Cohen pulls aside the curtain on deep America and again, the ignorance and hate he bravely wades into and exposes is amazing and horrifying. This is beyond satire, it's anthropology, studies of our society, so misled and corrupted, courtesy of the Republican Party and other frauds who are laughing all the way to the bank. And then there's the new movie star, Maria Bakalova, what a spot-on great performance! Finding her was a stroke of brilliance. I conclude with the same question I kept asking myself during the movie, ""How does he do it?"""
1066,23-Oct-20,pablofisch,10," Hilarious and brillant of you like dark humor
",Hilarious and brillant of you like dark Humor. A very good sequal to the Match changing first Borat Film of 2006.
1067,21-Nov-20,asneyd,6," Wa wa wo wa, not so much!
","Watchable, but a massive let down compared to everything else he has done. The daughter angle was funny initially, then it became annoying."
1068,24-Oct-20,bcshit,5," Not so good the devil's the around
",It's pretty clear that the character hasn't been practiced and that it's almost like he's doing an impression of him own character. That what happens when you leave something like this for so long.
1069,24-Oct-20,RetroRick,5," Occasionally funny but mostly grimmer than grimsby
",The original Borat was almost certainly the funniest thing Sacha Baron Cohen did. This film retreads similar ground in way that is quite difficult to distinguish from the original but it just doesn't have the same vibe.
1070,25-Oct-20,scottbedoe,6," Couple really funny scenes
","There's a few really funny scenes, otherwise it was pretty boring. I understand it was probably hard to do since everyone knows who he is now, but there wasn't any really shocking moments except the Daddy Daughter dance lol."
